INFOCODE,TICKER,DSMNEM,SEDOL,DSQTNAME,DSCMPYNAME,TYPECODE,PRIMARYEXCHANGEMIC,PRIMARYEXCHANGENAME,CURRENCY,STATUSCODE,ISACTIVE,LISTINGSTARTDATE,DELISTDATE
272953,TRIL,@TRIL,BSPKCC6,TRILLIUM THERP. (NAS) DEAD - DELIST.18/11/21,TRILLIUM THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2013-12-12T00:00:00,2021-11-18T00:00:00
273026,SMTSF,@SMTSF,B83BRQ0,SIERRA METALS (OTC) DEAD - DELIST.07/08/25,SIERRA METALS INCO.,EQ,OTCQ,OTCQX Intnl Prime,USD,D,False,2013-12-09T00:00:00,2025-08-07T00:00:00
273183,HYFT,@HYFT,BVZM7Z1,MINDWALK HOLDINGS,MINDWALK HOLDINGS CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2013-11-27T00:00:00,
273345,VQSSF,@VQSSF,BJYG868,VIQ SOLUTIONS (OTC),VIQ SOLUTIONS INCO.,EQ,PINL,OTC Pnk Ltd Info,USD,A,True,2013-03-07T00:00:00,
273421,FERG,U:FERG,BS3BQJ6,FERGUSON (NYS) ENTERPRISES,FERG.ENTS.INCO.,EQ,XNYS,New York SE,USD,A,True,2013-12-09T00:00:00,2026-07-20T00:00:00
273429,TTFNF,@TTFNF,B15C557,TOTALENERGIES (OTC) DEAD - DELIST.08/12/25,TOTALENERGIES SE,EQ,PINL,OTC Pnk Ltd Info,USD,D,False,2013-12-11T00:00:00,2025-12-08T00:00:00
273454,WFG,U:WFG,2951098,WEST FRASER TIMBER (NYS),WEST FRASER TIMBER CTD.,EQ,XNYS,New York SE,USD,A,True,2013-12-12T00:00:00,
273525,CELPQ,@CELPQ,BHZK7W4,CYP.ENV.PTNS.UTS. DEAD - DELIST.23/06/22,CYP.ENV.PTNS.LP,EQ,PINL,OTC Pnk Ltd Info,USD,D,False,2014-01-15T00:00:00,2022-06-23T00:00:00
273532,CWAY,@CWAY,BJ2SNZ0,COASTWAY BANCORP DEAD - DELIST.08/10/18,COASTWAY BANCORP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-01-15T00:00:00,2018-10-08T00:00:00
273563,CHRN,@CHRN,BX565X1,CHRONOSCALE HOLDINGS,CHRONOSCALE CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-01-16T00:00:00,
273564,ACSF,@ACSF,BJ05PM4,AMERICAN CAPITAL SENIOR FLOATING DEAD - DELIST.19/09/18,AMERICAN CAP.SEN.FLTNG.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-01-16T00:00:00,2018-09-19T00:00:00
273566,OGS,U:OGS,BJ0KXV4,ONE GAS,ONE GAS INCO.,EQ,XNYS,New York SE,USD,A,True,2014-01-16T00:00:00,
273578,HELIQ,@HELIQ,BYVTKJ2,CHC GROUP DEAD - DELIST.24/03/17,CHC GROUP LTD.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-01-17T00:00:00,2017-03-24T00:00:00
273581,HCACU,@HCACU,BJ3VZ30,HENNESSY CAP.ACQ.UNIT DEAD - DELIST 25/02/15,BLUE BIRD CORPORATION,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-01-17T00:00:00,2015-02-25T00:00:00
273585,EPEGQ,@EPEGQ,BJ04CK8,EP ENERGY CL.A DEAD - DELIST.02/10/20,EP ENERGY CORP.,EQ,PINL,OTC Pnk Limited Info,USD,D,False,2014-01-17T00:00:00,2020-10-02T00:00:00
273586,RSPP,U:RSPP,BJ0JSM7,RSP PERMIAN DEAD - DELIST.20/07/18,RSP PERMIAN INCO.,EQ,XNYS,New York SE,USD,D,False,2014-01-17T00:00:00,2018-07-20T00:00:00
273641,SFR,U:SFR,BZ9NZY3,STARWOOD WAYPOINT HOMES DEAD - DELIST.16/11/17,STARWOOD WAYPOINT HOMES,EQ,XNYS,New York SE,USD,D,False,2014-01-22T00:00:00,2017-11-16T00:00:00
273671,SC,U:SC,BJ0KZ85,SANTANDER CONSUMER USA HDG. DEAD - DELIST.31/01/22,STDR.CSM.USA HDG.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-01-23T00:00:00,2022-01-31T00:00:00
273699,CRCM,U:CRCM,BJ2SGK6,CARE.COM DEAD - DELIST.12/02/20,CARE.COM INCO.,EQ,XNYS,New York SE,USD,D,False,2014-01-24T00:00:00,2020-02-12T00:00:00
273700,RICE,U:RICE,BJ2SP10,RICE ENERGY DEAD - DELIST.13/11/17,RICE ENERGY INCO.,EQ,XNYS,New York SE,USD,D,False,2014-01-24T00:00:00,2017-11-13T00:00:00
273731,CYHHZ,@CYHHZ,BJ4X267,CMTY.HLTH.SYS.SR.A CONTINGENT VAL.RIGHTS DEAD - DELIST.14/01/19,COMMUNITY HLTH.SYS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-01-27T00:00:00,2019-01-14T00:00:00
273733,CBAY,@CBAY,BJ3WDH3,CYMABAY THERAPEUTICS DEAD - DELIST.25/03/24,CYMABAY THERP.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-01-27T00:00:00,2024-03-25T00:00:00
273772,ALLY,U:ALLY,B72XK05,ALLY FINANCIAL,ALLY FINANCIAL INCO.,EQ,XNYS,New York SE,USD,A,True,2014-01-28T00:00:00,
273774,BWLP,U:BWLP,BT5GCN2,BW LPG (NYS),BW LPG LTD.,EQ,XNYS,New York SE,USD,A,True,2014-01-28T00:00:00,
273775,DRTTF,@DRTTF,BH13VJ2,DIRTT ENV.SLTN. (OTC),DIRTT ENV.SLTN.LTD.,EQ,OTCQ,OTCQX Intnl Prime,USD,A,True,2014-01-28T00:00:00,
273802,NADLQ,@NADLQ,BD8F171,NORTH ATLANTIC DRILLING DEAD - DELIST.03/07/18,NORTH ATLANTIC DRL.LTD.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-01-29T00:00:00,2018-07-03T00:00:00
273815,DRNA,@DRNA,BJ62Z07,DICERNA PHARMACEUTICALS DEAD - DELIST.29/12/21,DICERNA PHARMS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-01-30T00:00:00,2021-12-29T00:00:00
273820,EIGRQ,@EIGRQ,BRXGNH1,EIGER BIOPHARMACEUTICALS DEAD - DELIST.01/10/24,EIGER BIOPH.INCO.,EQ,EXPM,OTC Expert Mkt,USD,D,False,2014-01-30T00:00:00,2024-10-01T00:00:00
273827,SNOW,U:SNOW,BJ7B473,INTRAWEST RESORTS HDG. DEAD - DELIST.01/08/17,INTRAWEST RSTS.HDG.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-01-31T00:00:00,2017-08-01T00:00:00
273828,TRVN,@TRVN,BQ0N6Z7,TREVENA,TREVENA INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-01-31T00:00:00,
273830,TVRD,@TVRD,BTRDLX4,TVARDI THERAPEUTICS,TVARDI THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-01-31T00:00:00,
273831,RARE,@RARE,BJ62Z18,ULTRAGENYX PHARM.,ULTRAGENYX PHARM.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-01-31T00:00:00,
273833,MBUU,@MBUU,BJ38KJ2,MALIBU BOATS CL.A,MALIBU BOATS INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-01-31T00:00:00,
273834,NWHM,U:NWHM,BJFSR55,NEW HOME DEAD - DELIST.08/09/21,THE NEW HOME CO.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-01-31T00:00:00,2021-09-08T00:00:00
273866,ROIQ,@ROIQ,BGD0291,ROI ACQUISITION II DEAD - DELIST.29/02/16,ROI ACQUISITION CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-02-04T00:00:00,2016-02-29T00:00:00
273875,TDAY,U:TDAY,BKPH157,USA TODAY,USA TODAY CO. INCO.,EQ,XNYS,New York SE,USD,A,True,2014-02-04T00:00:00,
273876,ASPX,@ASPX,BJ7C0R8,AUSPEX PHARMACEUTICALS DEAD - ACQD.BY 885746,AUSPEX PHARMS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-02-05T00:00:00,2015-05-06T00:00:00
273877,GNCAQ,@GNCAQ,BJ028Z9,GENOCEA BIOSCIENCES,GENOCEA BSCS.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-02-05T00:00:00,
273878,CBPX,U:CBPX,BJBQ1S4,CONTINENTAL BLDG.PRDS. DEAD - DELIST.04/02/20,CONT.BLDG.PRODUCTS INCO.,EQ,XNYS,New York SE,USD,D,False,2014-02-05T00:00:00,2020-02-04T00:00:00
273879,QURE,@QURE,BJFSR88,UNIQURE,UNIQURE N V,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-02-05T00:00:00,
273881,ABILF,@ABILF,BFN6VL7,ABILITY,ABILITY INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-02-05T00:00:00,
273883,BIOCQ,@BIOCQ,BNRQYG5,BIOCEPT,BIOCEPT INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-02-05T00:00:00,
273892,LADR,U:LADR,BJ367P1,LADDER CAPITAL CL.A,LADDER CAPITAL CORP.,EQ,XNYS,New York SE,USD,A,True,2014-02-06T00:00:00,
273894,CARM,@CARM,BPXXJV4,CARISMA THERAPEUTICS,CARISMA THERP.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-02-06T00:00:00,
273895,RVNC,@RVNC,BJFSR99,REVANCE THERAPEUTICS DEAD - DELIST.07/02/25,REVANCE THERP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-02-06T00:00:00,2025-02-07T00:00:00
273899,EGLTQ,@EGLTQ,BJ8S1F0,EGALET DEAD - DELIST.04/02/19,ZYLA LIFE SCIENCES,EQ,PINC,OTC Pnk Current Info,USD,D,False,2014-02-06T00:00:00,2019-02-04T00:00:00
273910,ARGSQ,@ARGSQ,BYZLMP4,ARGOS THERAPEUTICS DEAD - DELIST.25/09/19,ARGOS THERAPEUTICS INCO.,EQ,PINI,OTC Pink No Info,USD,D,False,2014-02-07T00:00:00,2019-09-25T00:00:00
273918,GPRK,U:GPRK,B244PB7,GEOPARK (NYS),GEOPARK LIMITED,EQ,XNYS,New York SE,USD,A,True,2007-08-29T00:00:00,
273924,SZMK,@SZMK,BJT14B5,SIZMEK DEAD - DELIST.28/09/16,SIZMEK INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-02-10T00:00:00,2016-09-28T00:00:00
273925,HEPA,@HEPA,BT9P0J7,HEPION PHARMACEUTICALS,HEPION PHARMS.INCO.,EQ,OTCB,OTC - QB,USD,A,True,2014-02-10T00:00:00,
273927,CBDEF,@CBDEF,B02NRV6,BLUENRGY GROUP DEAD - DELIST.19/08/22,BLUENRGY GROUP LTD.,EQ,EXPM,OTC Expert Mkt,USD,D,False,2014-02-10T00:00:00,2022-08-19T00:00:00
273940,NRXGQ,@NRXGQ,BJ7C0S9,NEPHROGENEX DEAD - DELIST.25/05/17,NEPHROGENEX INCO.,EQ,PINI,OTC Pink No Info,USD,D,False,2014-02-11T00:00:00,2017-05-25T00:00:00
273978,TLMR,@TLMR,B74TNW4,TALMER BANCORP CL.A DEAD - DELIST.01/09/16,TALMER BANCORP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-02-12T00:00:00,2016-09-01T00:00:00
273980,EGRX,@EGRX,BJH7VB4,EAGLE PHARMACEUTICALS,EAGLE PHARMS.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2014-02-12T00:00:00,
273982,FLXN,@FLXN,BJ36RM8,FLEXION THERAPEUTICS DEAD - DELIST.22/11/21,FLEXION THERP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-02-12T00:00:00,2021-11-22T00:00:00
274006,CNCE,@CNCE,BJS9432,CONCERT PHARMACEUTICALS DEAD - DELIST.07/03/23,CONCERT PHARMS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-02-13T00:00:00,2023-03-07T00:00:00
274007,BLVDU,@BLVDU,BJT12M2,BOULEVARD ACQUISITION UNITS DEAD - DELIST.03/08/15,AGROFRESH SLTN.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-02-13T00:00:00,2015-08-03T00:00:00
274008,IBP,U:IBP,BJSP4C9,INSTALLED BUILDING PRDS.,INSTALLED BLPR.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-02-13T00:00:00,
274012,SINT,@SINT,BS87WZ7,SINTX TECHNOLOGIES,SINTX TECHNOLOGIES INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-02-13T00:00:00,
274020,INGN,@INGN,BJSVLL5,INOGEN,INOGEN INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-02-14T00:00:00,
274033,KN,U:KN,BJTD9L6,KNOWLES,KNOWLES CORPORATION,EQ,XNYS,New York SE,USD,A,True,2014-02-14T00:00:00,
274109,NGHC,@NGHC,BJ35QL7,NATIONAL GENERAL HDG. DEAD - DELIST.05/01/21,NATIONAL GEN.HDG.CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-02-20T00:00:00,2021-01-05T00:00:00
274120,IVT,U:IVT,BKP4ZK1,INVENTRUST PROPERTIES,INVENTRUST PROPS.CORP.,EQ,XNYS,New York SE,USD,A,True,2014-02-21T00:00:00,
274122,SMLR,@SMLR,BJ36RP1,SEMLER SCIENTIFIC DEAD - DELIST.20/01/26,SEMLER SCIENTIFIC INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-02-21T00:00:00,2026-01-20T00:00:00
274179,LMNS,@LMNS,BJWW0T5,LUMENIS CL.B DEAD - DELIST.13/10/15,LUMENIS LTD.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-02-27T00:00:00,2015-10-13T00:00:00
274185,TIER,U:TIER,BY7R4T8,TIER REIT DEAD - DELIST.17/06/19,TIER REIT INCORPORATED,EQ,XNYS,New York SE,USD,D,False,2014-02-27T00:00:00,2019-06-17T00:00:00
274211,VRNS,@VRNS,BJZ2ZR5,VARONIS SYSTEMS,VARONIS SYSTEMS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-02-28T00:00:00,
274300,NGNE,@NGNE,BS2F741,NEUROGENE,NEUROGENE INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-03-07T00:00:00,
274301,SCTL,@SCTL,BJ35BP6,SOCIETAL CDMO DEAD - DELIST.09/04/24,SOCIETAL CDMO INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-03-07T00:00:00,2024-04-09T00:00:00
274302,QUOT,U:QUOT,BYWCCM7,QUOTIENT TECHNOLOGY DEAD - DELIST.05/09/23,QUOTIENT TECH.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-03-07T00:00:00,2023-09-05T00:00:00
274327,ENLC,U:ENLC,BJTNDQ9,ENLINK MIDSTREAM DEAD - DELIST.31/01/25,ENLINK MIDSTREAM LLC,EQ,XNYS,New York SE,USD,D,False,2004-01-13T00:00:00,2025-01-31T00:00:00
274440,AKAOQ,@AKAOQ,BK35H22,ACHAOGEN DEAD - DELIST.21/06/21,ACHAOGEN INCO.,EQ,PINI,OTC Pink No Inform,USD,D,False,2014-03-12T00:00:00,2021-06-21T00:00:00
274490,PLXPQ,@PLXPQ,BYYCCS1,PLX PHARMA DEAD - DELIST.02/10/23,PLX PHA.WINDDOWN CORP.,EQ,EXPM,OTC Expert Mkt,USD,D,False,2014-03-13T00:00:00,2023-10-02T00:00:00
274491,GLMD,@GLMD,BKMDKS4,GALMED PHARMACEUTICALS,GALMED PHARMS.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-03-13T00:00:00,
274541,CSLT,U:CSLT,BKF2K11,CASTLIGHT HEALTH CL.B DEAD - DELIST.17/02/22,CASTLIGHT HEALTH INCO.,EQ,XNYS,New York SE,USD,D,False,2014-03-14T00:00:00,2022-02-17T00:00:00
274681,GOLD,U:GOLD,BK6MJ46,GOLD,A-MARK PRMTL.INCO.,EQ,XNYS,New York SE,USD,A,True,2014-03-17T00:00:00,
274684,SNYR,@SNYR,BS6Q5Q8,SYNERGY CHC,SYNERGY CHC CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-03-17T00:00:00,
274736,PCTY,@PCTY,BKM4N88,PAYLOCITY HOLDING,PAYLOCITY HOLDING CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-03-19T00:00:00,
274775,MDWD,@MDWD,BKJ9B48,MEDIWOUND,MEDIWOUND LTD.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-03-20T00:00:00,
274777,AKBA,@AKBA,BKKMP44,AKEBIA THERAPEUTICS,AKEBIA THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-03-20T00:00:00,
274778,QTWO,U:QTWO,BKM4KV0,Q2 HOLDINGS,Q2 HOLDINGS INCO.,EQ,XNYS,New York SE,USD,A,True,2014-03-20T00:00:00,
274779,BLBD,@BLBD,BW0FQV1,BLUE BIRD,BLUE BIRD CORPORATION,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-03-20T00:00:00,
274807,AMBR,U:AMBR,BKM4LW8,AMBER ROAD DEAD - DELIST.03/07/19,AMBER ROAD INCO.,EQ,XNYS,New York SE,USD,D,False,2014-03-21T00:00:00,2019-07-03T00:00:00
274808,ATEN,U:ATEN,BKQVBN6,A10 NETWORKS,A10 NETWORKS INCO.,EQ,XNYS,New York SE,USD,A,True,2014-03-21T00:00:00,
274810,PULM,@PULM,BNHNNZ8,PULMATRIX,PULMATRIX INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-03-21T00:00:00,
274819,BRDR,@BRDR,BKRCN65,BORDERFREE DEAD - ACQD.BY 905118,BORDERFREE INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-02-24T00:00:00,2015-06-11T00:00:00
274822,LE,@LE,BKWQKM7,LANDS END,LANDS END INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-03-20T00:00:00,
274823,ARAV,@ARAV,BGSGXX5,ARAVIVE DEAD - DELIST.06/02/24,ARAVIVE INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-03-21T00:00:00,2024-02-06T00:00:00
274879,NORD,U:NORD,BKRCQQ6,NORD ANGLIA EDUCATION DEAD - DELIST.05/09/17,NORD ANGLIA ED.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-03-26T00:00:00,2017-09-05T00:00:00
274880,KING,U:KING,BKJ9QQ5,KING DIGITAL ENTM. DEAD - DELIST.23/02/16,KING DIGITAL ENTM.PLC,EQ,XNYS,New York SE,USD,D,False,2014-03-26T00:00:00,2016-02-23T00:00:00
274889,GOOG,@GOOG,BYY88Y7,ALPHABET 'C',ALPHABET INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-03T00:00:00,
274892,AGTC,@AGTC,BKRVPJ9,APPLIED GENETIC TECHS. DEAD - DELIST.02/12/22,APPLIED GENETIC TECHS.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-03-27T00:00:00,2022-12-02T00:00:00
274893,OXBRU,@OXBRU,BKZH2X2,OXBRIDGE RE HDG.UNIT DEAD - DELIST.09/05/14,OXBRIDGE RE HDG.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2014-03-27T00:00:00,2014-05-09T00:00:00
274897,SQBK,@SQBK,BKWB936,SQUARE 1 FINANCIAL CL.A DEAD - DELIST.08/10/15,SQUARE 1 FINANCIAL INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-03-27T00:00:00,2015-10-08T00:00:00
274898,TNET,U:TNET,2693914,TRINET GROUP,TRINET GROUP INCO.,EQ,XNYS,New York SE,USD,A,True,2014-03-27T00:00:00,
274919,EVDY,@EVDY,BKWC070,EVERYDAY HEALTH DEAD - DELIST.06/12/16,EVERYDAY HEALTH INCO.,EQ,XNYS,New York SE,USD,D,False,2014-03-28T00:00:00,2016-12-06T00:00:00
274922,BRG,U:BRG,BKWBZX8,BLUEROCK RESD.GW.REIT CL.A DEAD - DELIST.06/10/22,BLUEROCK RESD.GW.REIT,EQ,XASE,NYSE American,USD,D,False,2014-03-28T00:00:00,2022-10-06T00:00:00
274923,WATT,@WATT,BVWSCK2,ENERGOUS,ENERGOUS CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-03-28T00:00:00,
274924,OUT,U:OUT,BTFK8V4,OUTFRONT MEDIA,OUTFRONT MEDIA INCO.,EQ,XNYS,New York SE,USD,A,True,2014-03-28T00:00:00,
274925,TWOUQ,@TWOUQ,BSNTN88,2U DEAD - DELIST.16/09/24,2U INCO.,EQ,PINC,OTC Pnk Currnt Info,USD,D,False,2014-03-28T00:00:00,2024-09-16T00:00:00
274926,HIVE,U:HIVE,BKWP6W6,AEROHIVE NETWORKS DEAD - DELIST.09/08/19,AEROHIVE NETWORKS INCO.,EQ,XNYS,New York SE,USD,D,False,2014-03-28T00:00:00,2019-08-09T00:00:00
274975,FGNX,@FGNX,BT3F639,FG NEXUS,FG NEXUS INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-04-01T00:00:00,
274982,HAWKB,@HAWKB,BL0RT88,BLACKHAWK NETWORK HDG. CL.B DEAD - DELIST.22/05/15,BLACKHAWK NET.HDG.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-04-01T00:00:00,2015-05-22T00:00:00
274996,MGNI,@MGNI,BLPNRR6,MAGNITE,MAGNITE INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-02T00:00:00,
275016,VSA,@VSA,BW2C3H5,VISIONSYS AI AMER. DEPY. SHS.1:2500,VISIONSYS AI INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-04-03T00:00:00,
275017,CORI,@CORI,BKY7X07,CORIUM INTERNATIONAL DEAD - DELIST.28/11/18,CORIUM INTL.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-04-03T00:00:00,2018-11-28T00:00:00
275039,IMS,U:IMS,BKY7XL8,IMS HEALTH HOLDINGS DEAD - DELIST.03/10/16,IMS HEALTH HDG.INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-04T00:00:00,2016-10-03T00:00:00
275040,GRUB,U:GRUB,BJK3L75,GRUBHUB (NYS) DEAD - DELETE.15/06/21,GRUBHUB INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-04T00:00:00,2021-06-15T00:00:00
275041,FIVN,@FIVN,BKY7X18,FIVE9,FIVE9 INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-04-04T00:00:00,
275042,OPWR,U:OPWR,BKY7XN0,OPOWER DEAD - DELIST.14/06/16,OPOWER INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-04T00:00:00,2016-06-14T00:00:00
275079,HCT,@HCT,BLF7648,AMER.REAL.CAP.HLTHCR. TST. DEAD - ACQD.500344,AMER.REAL.CAP.HLTHCR.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-04-07T00:00:00,2015-01-20T00:00:00
275080,CGC,@CGC,BR1G4F8,CANOPY GROWTH (NAS),CANOPY GW.CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2014-04-07T00:00:00,
275127,KANG,@KANG,BL0RT11,IKANG HEALTHCARE GP.ADR CL.A DEAD - DELIST.22/01/19,IKANG HLTHCR.GP.INCO.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-04-09T00:00:00,2019-01-22T00:00:00
275130,LQ,U:LQ,BL25XW2,LA QUINTA HOLDINGS DEAD - DELIST.31/05/18,LA QUINTA HOLDINGS INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-09T00:00:00,2018-06-01T00:00:00
275152,ADMS,@ADMS,BL25XY4,ADAMAS PHARMACEUTICALS DEAD - DELIST.26/11/21,ADAMAS PHARMS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2014-04-10T00:00:00,2021-11-26T00:00:00
275154,DARE,@DARE,BT3JX63,DARE BIOSCIENCE,DARE BIOSCIENCE INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-04-10T00:00:00,
275158,ABTS,@ABTS,BS6TZY5,ABITS GROUP,ABITS GROUP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-04-10T00:00:00,
275182,ENBL,U:ENBL,BLBP550,ENABLE MIDSTREAM PTNS. DEAD - DELIST.03/12/21,ENABLE MDSTM.PTNS.LP.,EQ,XNYS,New York SE,USD,D,False,2014-04-11T00:00:00,2021-12-03T00:00:00
275184,ZOES,U:ZOES,BL95N36,ZOES KITCHEN DEAD - DELIST.21/11/18,ZOES KITCHEN INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-11T00:00:00,2018-11-21T00:00:00
275185,PAHC,@PAHC,BL95N25,PHIBRO ANIMAL HLTH.CL.A,PHIBRO ANIMAL HLTH.CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2014-04-11T00:00:00,
275186,FPI,U:FPI,BKZH191,FARMLAND PARTNERS,FARMLAND PARTNERS,EQ,XNYS,New York SE,USD,A,True,2014-04-11T00:00:00,
275200,CIMG,@CIMG,BWD7T59,CIMG,CIMG INCO.,EQ,OTCD,FINRA TDDS - OTCD,USD,A,True,2014-04-14T00:00:00,
275220,CIO,U:CIO,BL25F37,CITY OFFICE REIT DEAD - DELIST.09/01/26,CITY OFFICE REIT INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-15T00:00:00,2026-01-09T00:00:00
275224,PAYC,U:PAYC,BL95MY0,PAYCOM SOFTWARE,PAYCOM SOFTWARE INCO.,EQ,XNYS,New York SE,USD,A,True,2014-04-15T00:00:00,
275227,NYRT,U:NYRT,BFM0Q48,NEW YORK REIT DEAD - DELIST.07/11/18,NEW YORK REIT INCO.,EQ,XNYS,New York SE,USD,D,False,2014-04-15T00:00:00,2018-11-07T00:00:00
275244,BLNE,@BLNE,BTLNGN5,BEELINE HOLDINGS,BEELINE HOLDINGS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2014-04-16T00:00:00,
275245,MC,U:MC,BLG38Q1,MOELIS CLASS A,MOELIS & COMPANY,EQ,XNYS,New York SE,USD,A,True,2014-04-16T00:00:00,
275246,TRIV,@TRIV,BLG38V6,TRIVASCULAR TECHNOLOGIES DEAD - DELIST.05/02/16,TRIVASCULAR TECHS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-04-16T00:00:00,2016-02-05T00:00:00
275247,OPB,@OPB,BLNMST4,OPUS BANK DEAD - DELIST.02/06/20,OPUS BANK,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2014-04-16T00:00:00,2020-06-02T00:00:00
